student_id,age,study_hours,attendance,previous_score,assignments_completed,sleep_hours,extracurricular_hours,internet_access,parental_support,final_score,performance,support_required
S0678,19,7.2,83.3,53.4,8,5.9,2.0,1,3,76.8,Good,0
S0679,17,4.4,89.8,47.6,10,8.7,3.4,1,2,82.8,Good,0
S0680,17,1.9,95.8,63.2,9,5.8,2.7,1,1,90.5,Good,0
S0681,17,4.5,71.4,67.7,10,7.5,2.3,1,2,66.6,Average,0
S0682,18,2.7,97.2,74.5,4,5.9,3.2,1,4,63.4,Average,0
S0683,19,3.9,68.4,43.0,6,6.0,2.0,1,3,75.7,Good,1
S0684,18,5.5,97.3,50.6,8,4.7,2.7,1,4,85.0,Good,0
S0685,19,7.4,96.3,46.4,10,4.9,2.0,1,4,88.9,Good,0
S0686,21,6.6,62.0,54.9,8,7.9,1.4,1,4,84.3,Good,1
S0687,18,2.1,93.7,50.2,10,6.1,3.1,0,2,62.9,Average,0
S0688,19,4.3,86.7,91.5,6,5.4,0.3,1,2,84.7,Good,0
S0689,21,4.4,86.6,60.5,7,8.9,3.9,1,3,93.0,Good,0
S0690,17,7.9,92.8,47.6,4,8.4,3.8,1,2,82.0,Good,0
S0691,22,1.6,79.1,76.7,5,5.3,3.3,1,5,70.2,Good,0
S0692,22,4.6,77.8,93.5,7,6.2,1.9,1,5,99.2,Good,0
S0693,18,7.4,71.5,83.7,4,6.8,1.8,1,5,100.0,Good,0
S0694,22,3.8,93.9,75.7,4,4.8,1.6,1,5,73.5,Good,0
S0695,18,2.8,95.5,60.8,3,6.1,1.8,1,4,70.8,Good,0
S0696,22,4.9,62.2,62.2,5,5.4,0.9,0,4,66.0,Average,1
S0697,20,3.2,89.7,56.6,5,8.1,3.2,1,3,66.8,Average,0
S0698,18,7.5,67.4,84.3,7,4.5,3.5,1,4,89.7,Good,1
S0699,17,1.6,63.3,84.2,7,9.0,2.0,1,1,65.4,Average,1
S0700,19,2.4,63.9,66.9,10,5.2,3.4,1,3,58.8,Average,1
S0701,21,1.6,80.8,87.4,7,5.7,1.2,1,4,59.9,Average,1
S0702,18,6.0,67.6,75.9,4,4.4,3.4,1,5,74.6,Good,1
S0703,20,3.1,65.9,77.7,6,8.6,3.9,1,4,77.1,Good,1
S0704,17,7.3,59.4,54.8,3,8.1,2.7,1,4,87.4,Good,1
S0705,19,7.3,69.6,53.3,7,4.3,3.9,1,1,75.3,Good,1
S0706,17,7.6,89.8,52.5,7,6.6,2.9,1,3,88.2,Good,0
S0707,22,2.8,56.0,90.2,9,6.0,2.8,1,2,82.1,Good,1
S0708,20,1.0,76.7,84.0,10,7.0,1.9,1,4,83.8,Good,0
S0709,22,3.7,82.1,89.5,10,5.7,0.2,1,2,86.5,Good,0
S0710,17,7.7,57.2,85.3,3,8.8,0.5,0,1,82.7,Good,1
S0711,18,6.3,68.2,84.3,3,5.1,3.3,0,2,92.1,Good,1
S0712,18,1.4,95.8,64.0,8,8.1,0.7,1,2,70.2,Good,0
S0713,20,5.9,99.7,82.1,10,5.3,2.7,1,1,91.9,Good,0
S0714,22,7.4,93.3,49.2,3,7.2,0.6,1,5,71.5,Good,0
S0715,20,7.8,62.6,76.1,9,6.1,3.0,1,4,99.0,Good,1
S0716,19,6.0,89.4,42.4,7,6.6,3.8,1,3,78.2,Good,0
S0717,22,7.0,75.3,93.1,7,6.6,2.5,1,3,100.0,Good,0
S0718,18,6.9,62.7,88.4,3,7.1,0.2,1,3,82.3,Good,1
S0719,17,3.5,76.6,49.1,6,4.3,2.9,1,1,69.8,Average,0
S0720,21,1.7,96.5,82.3,8,4.3,1.9,1,3,84.3,Good,0
S0721,22,6.1,94.5,85.3,8,8.9,3.5,1,1,100.0,Good,0
S0722,18,2.0,72.6,42.3,5,5.3,0.6,1,5,48.6,Needs Support,1
S0723,18,3.7,57.9,71.1,8,5.8,1.1,1,5,88.9,Good,1
S0724,20,8.0,95.5,63.1,8,5.2,3.7,1,2,94.7,Good,0
S0725,21,4.9,99.4,74.0,8,7.2,3.3,1,1,87.0,Good,0
S0726,18,4.7,78.0,88.8,5,8.9,3.6,1,4,84.2,Good,0
S0727,21,7.6,65.1,79.8,10,6.0,2.1,0,4,93.1,Good,1
S0728,20,3.0,79.5,51.6,3,5.6,2.7,0,3,56.6,Average,1
S0729,21,8.0,86.3,70.5,3,5.7,3.7,1,5,71.7,Good,0
S0730,20,7.4,76.7,70.9,4,4.1,2.6,1,2,86.2,Good,0
S0731,19,3.5,70.9,40.6,3,4.4,0.3,1,5,59.6,Average,1
S0732,20,3.3,66.2,47.3,5,4.2,0.6,0,1,48.5,Needs Support,1
S0733,22,1.9,68.4,59.8,7,5.6,0.0,1,5,66.2,Average,1
S0734,19,7.4,57.2,49.8,4,8.9,0.4,1,4,96.8,Good,1
S0735,22,2.3,66.5,53.0,5,4.7,0.1,1,1,59.4,Average,1
S0736,21,1.1,97.9,77.2,4,6.7,1.5,1,1,63.2,Average,0
S0737,18,7.2,55.4,92.9,9,5.0,2.5,1,5,100.0,Good,1
S0738,22,5.2,87.7,65.2,7,4.2,3.4,0,3,73.1,Good,0
S0739,19,5.7,90.5,75.5,7,8.2,1.6,1,3,89.7,Good,0
S0740,18,6.1,73.2,81.9,6,4.6,0.6,1,3,80.8,Good,0
S0741,18,1.3,81.8,77.0,7,4.7,3.6,1,4,68.6,Average,0
S0742,17,1.6,64.9,76.1,9,8.1,3.7,1,3,79.1,Good,1
S0743,19,4.5,85.1,40.1,10,5.2,3.9,1,1,79.1,Good,0
S0744,17,1.4,86.9,87.8,6,5.0,0.1,1,5,69.1,Average,0
S0745,20,4.5,88.1,48.9,6,8.7,2.4,1,1,73.1,Good,0
S0746,22,6.2,77.1,49.9,7,5.0,2.5,1,1,77.2,Good,0
S0747,22,5.6,98.7,68.0,7,8.2,2.1,1,5,89.3,Good,0
S0748,22,5.3,94.0,72.3,8,5.5,0.8,1,3,88.0,Good,0
S0749,18,1.3,80.8,81.6,4,6.8,3.7,1,4,62.6,Average,0
S0750,18,2.7,85.7,56.1,9,5.6,2.1,1,3,67.9,Average,0
S0751,21,7.3,67.4,92.0,3,5.7,0.1,0,4,86.7,Good,1
S0752,22,1.9,97.5,74.6,7,8.7,1.4,1,1,67.8,Average,0
S0753,21,4.7,84.0,86.4,10,8.5,2.9,1,4,99.1,Good,0
S0754,18,1.4,95.3,66.2,3,4.9,0.8,0,2,57.6,Average,1
S0755,21,7.6,68.0,43.9,10,7.6,3.1,1,5,83.7,Good,1
S0756,20,2.2,99.2,40.7,6,4.7,0.8,1,5,61.4,Average,0
S0757,19,3.9,59.7,75.2,9,5.5,1.7,1,3,74.3,Good,1
S0758,19,4.8,78.9,63.4,3,4.4,1.2,1,1,66.6,Average,0
S0759,20,6.0,60.0,64.2,9,7.2,0.5,1,4,86.6,Good,1
S0760,22,7.6,63.5,57.9,7,7.6,3.5,1,4,85.8,Good,1
S0761,21,6.2,89.4,49.8,8,7.7,1.4,1,5,81.8,Good,0
S0762,17,3.4,58.0,66.1,3,7.9,3.0,1,2,74.6,Good,1
S0763,21,1.5,72.2,54.0,6,6.0,3.6,1,3,67.5,Average,0
S0764,18,6.0,63.6,89.1,7,4.9,1.1,1,3,87.7,Good,1
S0765,19,7.8,93.3,49.8,4,4.0,0.0,1,4,90.8,Good,0
S0766,20,1.1,58.7,93.2,4,6.2,2.1,1,3,66.8,Average,1
S0767,22,6.4,70.1,87.3,8,8.7,0.9,1,1,90.5,Good,0
S0768,17,2.2,93.5,61.1,9,6.2,3.5,1,1,73.8,Good,0
S0769,20,4.2,85.9,82.5,4,7.1,0.7,1,4,100.0,Good,0
S0770,18,4.7,86.6,71.9,3,8.6,2.9,1,5,88.4,Good,0
S0771,22,5.3,99.6,65.6,5,8.3,0.1,1,5,95.4,Good,0
S0772,19,7.9,56.1,84.7,8,7.7,1.1,1,2,91.4,Good,1
S0773,22,5.8,84.9,85.7,6,7.0,0.8,1,1,92.3,Good,0
S0774,22,3.7,88.5,51.1,8,5.2,3.4,1,2,90.7,Good,0
S0775,17,6.0,88.7,89.8,10,7.7,2.4,1,1,100.0,Good,0
S0776,21,4.3,87.1,41.8,5,6.1,2.6,1,2,76.1,Good,0
S0777,21,3.9,58.2,40.3,8,7.5,0.3,1,3,77.2,Good,1
S0778,21,3.6,58.8,66.6,7,5.1,1.2,1,5,77.5,Good,1
S0779,22,4.5,89.8,56.6,9,8.7,3.6,1,2,95.6,Good,0
S0780,21,3.0,82.5,63.2,5,4.8,2.5,1,5,72.3,Good,0
S0781,22,2.7,66.8,66.3,3,8.0,3.0,1,2,66.7,Average,1
S0782,21,2.0,55.4,65.8,5,8.5,2.0,1,3,58.0,Average,1
S0783,18,4.1,79.0,89.9,3,4.8,0.8,1,5,98.9,Good,0
S0784,22,3.1,59.1,90.5,5,8.3,3.7,0,2,74.2,Good,1
S0785,21,6.9,88.7,59.0,9,7.2,1.1,1,5,95.9,Good,0
S0786,21,6.9,70.3,55.8,3,7.0,0.7,0,4,86.6,Good,0
S0787,22,3.4,91.3,76.0,4,5.3,2.6,1,2,69.2,Average,0
S0788,21,5.3,59.3,50.9,8,5.6,0.3,1,1,71.8,Good,1
S0789,19,7.3,77.2,62.0,4,5.2,3.1,1,1,73.1,Good,0
S0790,18,3.5,59.5,79.5,3,6.2,2.8,1,5,70.2,Good,1
S0791,18,4.9,90.1,40.3,7,7.2,1.5,1,1,70.7,Good,0
S0792,18,4.1,80.2,82.5,4,7.6,2.1,1,1,80.4,Good,0
S0793,17,5.6,65.6,80.4,8,7.5,1.9,1,4,87.8,Good,1
S0794,21,7.7,98.3,61.3,3,5.7,0.3,1,1,79.2,Good,0
S0795,21,2.0,85.7,53.6,3,5.7,0.3,1,3,57.2,Average,1
S0796,17,7.8,70.1,69.7,9,7.8,1.4,1,2,93.7,Good,0
S0797,19,5.7,93.5,56.3,7,8.9,0.0,1,4,83.7,Good,0
S0798,22,6.6,72.1,85.2,7,5.1,0.7,1,3,97.3,Good,0
S0799,22,5.4,97.4,72.5,7,6.1,1.5,1,3,93.4,Good,0
S0800,20,7.1,68.4,56.9,6,5.4,2.5,1,1,79.8,Good,1
S0801,22,3.3,99.3,84.4,7,8.9,2.1,1,3,77.8,Good,0
S0802,18,6.0,57.8,73.4,7,4.1,0.7,1,2,82.9,Good,1
S0803,22,2.8,88.1,47.3,3,8.5,3.0,1,4,55.2,Average,1
S0804,22,4.6,68.1,62.8,9,7.8,3.2,1,5,85.0,Good,1
S0805,20,5.8,74.1,66.9,8,5.7,2.7,1,2,83.5,Good,0
S0806,17,2.4,83.6,92.0,7,7.4,2.8,1,4,77.6,Good,0
S0807,18,1.4,57.1,57.6,10,5.8,1.0,1,2,57.2,Average,1
S0808,20,6.5,65.1,64.7,7,7.2,3.4,1,1,76.3,Good,1
S0809,18,6.7,59.7,93.7,10,6.1,2.3,1,4,100.0,Good,1
S0810,17,5.7,88.3,63.4,5,8.6,0.7,1,5,83.9,Good,0
S0811,18,3.3,65.0,85.5,3,6.3,2.7,1,5,70.8,Good,1
S0812,22,5.6,77.4,45.3,7,8.1,2.5,1,3,85.8,Good,0
S0813,19,1.6,69.8,61.7,9,6.9,2.3,1,5,74.5,Good,1
S0814,20,5.6,65.6,50.1,10,5.9,1.9,1,5,91.0,Good,1
S0815,19,5.0,97.1,88.6,8,8.8,3.1,1,1,84.1,Good,0
S0816,21,5.3,77.8,70.4,7,5.0,2.9,1,2,72.2,Good,0
S0817,17,4.1,84.3,52.0,10,8.5,2.4,1,1,100.0,Good,0
S0818,18,2.6,86.7,45.1,6,8.9,0.3,1,2,66.5,Average,0
S0819,20,6.1,92.0,63.1,9,8.2,0.9,1,2,89.1,Good,0
S0820,21,4.2,66.8,45.3,10,7.1,3.9,1,4,77.6,Good,1
S0821,19,6.2,58.5,66.7,9,7.1,1.6,1,5,95.6,Good,1
S0822,21,3.5,76.0,80.1,3,8.6,2.5,1,3,64.7,Average,0
S0823,21,1.6,62.7,57.1,5,6.2,0.5,1,1,57.8,Average,1
S0824,20,4.8,55.9,49.2,3,8.1,2.3,0,2,61.2,Average,1
S0825,21,5.4,96.4,59.9,6,7.9,2.4,1,3,89.4,Good,0
S0826,22,7.5,83.2,49.1,9,8.3,3.0,1,3,93.2,Good,0
S0827,18,7.2,73.6,86.4,10,6.2,3.9,1,3,95.4,Good,0
S0828,19,1.4,61.1,45.3,10,7.3,1.8,1,4,58.0,Average,1
S0829,18,6.4,89.3,80.8,3,4.5,1.3,1,5,67.5,Average,0
S0830,19,2.8,79.0,58.4,3,4.4,0.6,1,2,67.5,Average,0
S0831,17,5.9,62.8,80.1,7,4.5,1.3,1,4,73.0,Good,1
S0832,21,3.7,99.2,82.4,3,7.7,1.8,1,5,78.8,Good,0
S0833,18,3.3,97.8,47.4,9,5.8,3.9,1,5,91.3,Good,0
S0834,22,4.4,96.7,81.6,3,8.5,2.0,1,4,80.2,Good,0
S0835,21,4.7,92.2,92.0,7,4.4,2.7,1,1,90.9,Good,0
S0836,19,5.9,78.9,71.2,7,4.9,2.9,1,4,84.0,Good,0
S0837,19,5.5,68.5,75.5,6,8.2,0.1,1,5,91.2,Good,1
S0838,21,5.7,84.3,57.7,4,6.1,0.9,1,4,78.1,Good,0
S0839,19,3.7,61.8,49.6,9,5.1,2.2,1,5,68.1,Average,1
S0840,18,5.7,82.8,80.9,7,7.9,0.2,1,2,99.7,Good,0
S0841,17,3.4,58.0,85.1,8,5.2,0.6,0,4,73.8,Good,1
S0842,20,5.3,55.6,51.3,8,8.9,3.0,1,4,67.8,Average,1
S0843,20,4.2,87.2,46.2,7,5.4,2.7,1,2,69.1,Average,0
S0844,21,4.9,70.4,59.4,3,8.3,0.6,1,1,73.2,Good,0
S0845,17,1.1,86.4,74.4,6,6.4,0.5,0,2,56.7,Average,1
S0846,17,4.5,90.1,60.1,9,8.7,3.4,1,1,89.3,Good,0
S0847,21,2.5,92.6,93.0,4,5.5,1.9,1,4,83.4,Good,0
S0848,21,3.7,82.7,83.5,5,8.6,1.3,1,3,97.0,Good,0
S0849,21,1.5,93.1,90.4,10,5.5,2.9,0,2,74.5,Good,0
S0850,17,5.6,84.6,73.0,7,6.2,2.7,1,1,89.1,Good,0
S0851,20,7.3,96.7,81.6,7,7.2,4.0,1,3,86.3,Good,0
S0852,22,3.5,95.4,92.3,5,6.8,0.4,1,1,78.0,Good,0
S0853,21,1.7,56.9,42.0,5,7.4,3.1,1,4,55.8,Average,1
S0854,19,5.3,67.0,71.6,5,7.5,1.8,1,3,81.8,Good,1
S0855,19,1.9,72.5,50.3,10,5.3,1.0,1,4,68.1,Average,0
S0856,19,7.2,66.3,83.7,6,4.0,2.0,1,5,89.4,Good,1
S0857,17,1.9,63.0,52.8,7,7.6,0.1,1,1,55.8,Average,1
S0858,21,3.5,94.3,80.8,3,7.0,0.5,0,1,68.7,Average,0
S0859,20,4.5,56.1,58.3,9,6.8,0.4,1,1,75.7,Good,1
S0860,20,1.8,63.2,75.8,6,6.5,2.8,1,3,70.9,Good,1
S0861,22,3.2,89.2,77.3,9,8.6,2.8,1,1,88.1,Good,0
S0862,21,2.9,65.0,90.0,5,5.5,1.0,1,1,77.9,Good,1
S0863,22,6.0,66.6,88.0,8,8.6,1.2,1,4,100.0,Good,1
S0864,17,7.9,98.5,64.1,5,4.8,3.1,1,3,76.7,Good,0
S0865,22,3.5,89.3,77.9,5,7.5,1.6,1,3,74.6,Good,0
S0866,20,6.5,75.2,50.0,4,8.7,1.4,1,3,76.7,Good,0
S0867,19,2.0,61.1,45.4,8,4.8,3.8,1,5,57.1,Average,1
S0868,20,5.1,67.1,79.3,5,7.9,2.2,1,3,88.7,Good,1
S0869,17,4.0,99.2,89.9,3,5.4,2.2,1,3,86.3,Good,0
S0870,22,3.0,90.6,81.1,8,4.3,2.4,1,1,76.9,Good,0
S0871,20,6.8,58.1,68.4,8,6.2,0.2,1,5,88.9,Good,1
S0872,17,6.2,86.8,74.6,10,7.5,1.6,1,4,100.0,Good,0
S0873,22,1.9,71.9,80.2,10,5.4,3.2,1,4,74.8,Good,0
S0874,19,3.0,87.4,71.3,4,8.8,2.6,1,3,71.4,Good,0
S0875,17,6.7,68.3,60.0,3,4.0,3.6,1,1,78.2,Good,1
S0876,20,7.9,60.9,86.8,9,5.3,1.2,1,3,100.0,Good,1
S0877,17,5.3,55.9,60.3,10,5.7,1.9,1,1,88.5,Good,1
S0878,20,7.1,68.3,89.7,7,5.9,0.9,1,4,97.3,Good,1
S0879,21,7.9,93.7,84.0,7,5.5,0.7,1,1,100.0,Good,0
S0880,17,6.2,95.1,83.6,3,4.1,0.4,0,5,81.1,Good,0
S0881,21,5.5,85.7,85.9,7,5.0,0.8,0,4,80.9,Good,0
S0882,20,2.5,88.7,94.3,3,5.3,0.7,1,3,73.7,Good,0
S0883,18,3.6,63.8,94.4,9,7.4,1.8,1,1,62.7,Average,1
S0884,18,5.4,70.9,67.6,10,5.9,1.6,1,5,91.6,Good,0
S0885,17,7.5,95.5,60.8,3,7.6,3.1,1,5,96.4,Good,0
S0886,18,3.1,99.4,80.3,4,6.2,3.1,0,1,73.1,Good,0
S0887,18,3.8,74.9,93.2,10,5.7,2.2,1,2,85.5,Good,0
S0888,22,1.2,89.9,74.7,3,4.8,2.6,0,3,69.1,Average,0
S0889,20,5.9,97.0,41.4,9,5.1,1.9,0,4,82.2,Good,0
S0890,18,4.1,99.9,42.1,8,8.5,1.2,1,1,84.0,Good,0
S0891,21,6.6,68.3,65.5,8,6.3,2.0,1,5,100.0,Good,1
S0892,19,2.6,84.4,83.3,8,5.6,2.5,1,2,83.6,Good,0
S0893,22,5.6,72.5,88.8,5,5.1,3.8,1,3,91.0,Good,0
S0894,21,5.7,75.9,60.6,10,8.4,3.3,1,5,94.9,Good,0
S0895,22,4.3,75.8,68.4,6,7.5,0.3,1,1,77.2,Good,0
S0896,21,2.3,67.5,68.2,7,7.5,2.6,0,5,72.5,Good,1
S0897,17,3.8,55.9,45.2,8,8.0,0.4,1,2,67.8,Average,1
S0898,20,6.2,89.5,40.0,5,5.2,2.5,1,3,83.6,Good,0
S0899,19,2.3,86.3,68.8,3,7.7,3.4,1,1,52.5,Average,1
S0900,21,1.6,92.8,67.7,5,4.4,2.8,1,2,62.8,Average,0
S0901,17,4.2,61.9,87.5,8,7.3,0.5,1,4,89.6,Good,1
S0902,19,2.6,65.7,50.0,4,5.6,1.7,1,2,50.3,Average,1
S0903,21,6.6,81.8,86.9,9,7.3,0.8,0,5,98.1,Good,0
S0904,20,6.7,97.1,54.9,8,5.1,2.6,1,5,85.7,Good,0
S0905,17,7.6,76.2,69.7,8,5.8,2.8,1,3,95.9,Good,0
S0906,21,6.9,64.0,78.9,10,7.4,2.9,1,3,100.0,Good,1
S0907,19,5.5,81.8,48.0,4,8.7,1.4,1,1,83.7,Good,0
S0908,21,2.3,98.1,92.1,3,5.7,2.4,1,1,76.3,Good,0
S0909,20,6.8,94.1,92.7,5,4.8,0.8,1,5,90.9,Good,0
S0910,20,6.1,95.5,93.3,6,4.6,3.7,0,5,95.7,Good,0
S0911,19,6.2,73.5,40.1,3,7.4,3.8,1,1,72.3,Good,0
S0912,19,5.9,66.8,75.4,5,8.5,0.1,1,3,93.8,Good,1
S0913,17,6.8,94.2,76.9,10,4.1,2.3,1,5,83.5,Good,0
S0914,20,3.1,90.5,88.4,3,5.7,2.9,1,3,78.0,Good,0
S0915,18,5.7,93.3,51.1,10,4.8,0.9,1,4,73.4,Good,0
S0916,19,4.6,72.6,46.8,7,8.8,0.1,1,5,82.6,Good,0
S0917,18,3.4,67.9,84.5,10,4.7,0.0,1,1,82.7,Good,1
S0918,21,3.3,65.8,54.4,10,4.3,2.8,1,4,76.5,Good,1
S0919,22,2.1,94.2,43.6,7,7.8,0.0,1,3,74.8,Good,0
S0920,19,4.4,96.4,45.1,5,9.0,1.5,1,1,75.8,Good,0
S0921,19,3.6,71.5,75.5,9,7.9,3.2,1,4,78.2,Good,0
S0922,19,4.0,94.4,69.5,8,4.6,0.2,1,5,86.7,Good,0
S0923,17,7.0,72.2,81.1,7,6.0,2.8,1,4,100.0,Good,0
S0924,21,5.8,75.2,84.4,10,6.6,1.7,1,3,93.4,Good,0
S0925,22,5.8,80.5,40.1,10,8.5,1.6,1,2,83.1,Good,0
S0926,20,7.9,65.0,91.3,5,7.8,1.9,0,1,80.7,Good,1
S0927,17,2.5,67.0,88.4,4,4.3,1.4,1,4,78.1,Good,1
S0928,19,4.6,67.0,91.3,10,6.3,3.4,0,5,86.3,Good,1
S0929,17,1.6,66.7,82.3,3,7.9,2.7,1,2,57.7,Average,1
S0930,21,3.7,78.2,61.1,8,6.7,1.6,1,3,73.1,Good,0
S0931,21,7.7,59.5,53.6,8,7.3,0.5,1,4,80.6,Good,1
S0932,19,1.6,90.1,90.2,8,8.8,2.0,0,4,79.3,Good,0
S0933,19,6.3,62.9,63.1,6,8.9,4.0,1,3,92.0,Good,1
S0934,22,7.1,75.0,66.8,4,8.2,3.6,1,4,92.0,Good,0
S0935,17,4.6,83.9,78.4,7,6.9,0.3,1,5,98.1,Good,0
S0936,21,6.6,61.2,77.9,5,5.5,1.4,1,1,91.2,Good,1
S0937,22,4.1,73.4,78.1,9,4.8,1.9,1,1,72.7,Good,0
S0938,19,3.5,80.3,74.3,3,4.8,1.6,1,5,75.3,Good,0
S0939,21,4.5,79.8,68.0,5,7.2,0.4,1,2,87.3,Good,0
S0940,21,2.4,95.2,82.2,10,7.9,0.7,1,3,100.0,Good,0
S0941,22,3.2,90.3,61.8,8,8.3,2.1,1,5,70.7,Good,0
S0942,17,3.1,60.4,54.4,9,8.6,2.9,1,1,58.7,Average,1
S0943,21,7.9,92.5,90.0,4,5.4,2.9,1,4,100.0,Good,0
S0944,19,3.3,79.7,86.5,3,5.7,2.7,1,3,70.4,Good,0
S0945,22,2.6,85.5,79.5,6,5.0,2.7,1,4,67.8,Average,0
S0946,22,7.6,62.2,49.3,7,6.7,0.0,0,1,81.0,Good,1
S0947,18,2.0,76.2,42.5,9,8.7,0.9,1,4,63.0,Average,0
S0948,20,7.8,86.5,90.7,4,7.8,1.3,1,5,81.8,Good,0
S0949,19,7.0,90.9,91.9,7,6.2,1.0,1,5,100.0,Good,0
S0950,20,5.5,91.3,55.0,9,4.8,1.6,1,4,86.4,Good,0
S0951,21,4.0,64.8,74.6,6,8.2,1.6,1,1,79.1,Good,1
S0952,20,2.4,92.5,41.0,7,8.5,1.4,1,2,74.6,Good,0
S0953,21,1.7,80.6,61.7,10,7.8,0.0,1,2,74.5,Good,0
S0954,21,1.7,85.1,78.7,10,5.5,3.5,1,4,77.5,Good,0
S0955,18,3.4,93.3,59.9,10,6.0,3.8,1,4,77.3,Good,0
S0956,20,3.9,73.2,84.4,8,6.9,2.5,1,4,72.0,Good,0
S0957,19,7.5,96.4,90.2,7,8.6,1.1,1,2,99.2,Good,0
S0958,19,4.8,94.7,47.5,3,5.2,1.8,1,4,78.5,Good,0
S0959,17,7.9,91.3,77.8,5,6.1,3.6,1,2,98.1,Good,0
S0960,18,6.0,72.1,60.7,5,4.3,2.4,1,2,90.4,Good,0
S0961,19,2.0,78.8,49.6,9,4.0,2.8,1,2,63.4,Average,0
S0962,18,4.9,62.8,59.2,7,5.2,2.8,1,1,57.8,Average,1
S0963,20,2.1,89.2,66.5,4,8.0,3.9,1,5,77.2,Good,0
S0964,18,1.3,95.1,89.3,10,7.4,2.6,1,5,94.2,Good,0
S0965,18,7.6,62.2,82.1,3,6.4,0.4,1,2,74.6,Good,1
S0966,19,3.4,88.5,40.3,5,6.0,2.0,1,5,55.3,Average,1
S0967,20,2.3,86.2,43.1,7,5.3,3.7,1,2,64.3,Average,0
S0968,22,1.7,56.6,94.7,4,7.8,0.5,1,2,72.3,Good,1
S0969,20,5.6,96.3,70.6,3,6.4,0.2,1,1,70.3,Good,0
S0970,19,4.2,76.6,73.6,5,4.4,0.2,1,2,70.3,Good,0
S0971,18,1.1,67.1,59.4,4,7.1,0.3,1,3,50.9,Average,1
S0972,19,6.0,56.4,85.7,4,9.0,0.7,1,3,73.9,Good,1
S0973,22,2.8,90.2,70.6,5,4.4,3.1,1,5,63.2,Average,0
S0974,19,6.5,70.2,72.6,4,9.0,2.4,0,2,81.8,Good,0
S0975,18,4.4,78.1,53.7,6,4.5,2.9,1,3,68.2,Average,0
S0976,20,4.7,63.8,82.7,5,5.5,2.2,1,5,74.2,Good,1
S0977,21,4.2,82.3,51.8,6,8.9,1.4,1,2,53.9,Average,1
S0978,22,5.7,72.9,47.5,4,8.9,3.1,1,3,87.1,Good,0
S0979,18,7.9,91.3,72.9,8,4.9,0.7,1,5,92.2,Good,0
S0980,22,6.6,85.0,85.8,7,7.6,1.4,0,4,93.6,Good,0
S0981,22,1.5,87.5,56.1,7,7.1,1.7,1,4,59.7,Average,1
S0982,19,4.5,66.3,56.6,10,6.0,2.7,1,4,82.5,Good,1
S0983,19,2.6,57.9,48.2,8,7.9,3.0,0,2,50.4,Average,1
S0984,18,1.7,94.6,73.2,10,7.2,2.3,0,1,76.5,Good,0
S0985,18,2.4,97.1,82.4,3,5.1,2.4,1,2,68.8,Average,0
S0986,22,2.7,84.0,46.9,4,6.5,1.1,1,1,66.9,Average,0
S0987,18,7.7,96.5,69.4,9,7.5,2.4,1,3,92.4,Good,0
S0988,19,6.2,86.8,69.7,7,7.1,3.4,1,1,81.6,Good,0
S0989,22,7.0,82.3,45.9,10,6.7,1.8,1,3,87.1,Good,0
S0990,21,5.9,73.9,69.2,8,7.7,3.0,0,3,100.0,Good,0
S0991,17,3.2,71.0,55.0,9,4.7,2.0,1,5,62.0,Average,0
S0992,17,3.7,77.0,51.0,4,4.2,2.1,1,4,66.8,Average,0
S0993,18,4.1,65.0,94.2,3,4.2,2.4,1,5,70.8,Good,1
S0994,22,3.1,74.2,45.0,7,7.1,0.6,1,5,71.8,Good,0
S0995,18,4.0,77.8,58.9,7,6.2,0.9,0,2,76.3,Good,0
S0996,18,6.4,56.4,74.0,4,8.2,0.7,1,5,83.5,Good,1
S0997,20,1.5,72.7,62.3,10,8.9,2.1,1,3,75.0,Good,0
S0998,19,2.9,67.8,41.0,5,4.6,2.7,1,4,60.9,Average,1
S0999,17,4.4,83.5,87.6,6,5.9,2.8,1,2,78.1,Good,0
S1000,18,5.7,91.5,53.2,5,6.1,0.8,0,2,73.7,Good,0
